1708.9108 User_0Sending next Gridlet #79 to Res_3 at time 1708.9108
1748.9108 User_0: Receiving Gridlet #40from: Res_0 at time = 1748.9108
1748.9108 User_0Sending next Gridlet #80 to Res_0 at time 1748.9108
1788.9108 User_0: Receiving Gridlet #41from: Res_0 at time = 1788.9108
1788.9108 User_0Sending next Gridlet #81 to Res_0 at time 1788.9108
1828.9108 User_0: Receiving Gridlet #42from: Res_0 at time = 1828.9108
1828.9108 User_0Sending next Gridlet #82 to Res_0 at time 1828.9108
1868.9108 User_0: Receiving Gridlet #43from: Res_0 at time = 1868.9108
1868.9108 User_0Sending next Gridlet #83 to Res_0 at time 1868.9108
1908.9108 User_0: Receiving Gridlet #44from: Res_0 at time = 1908.9108
1908.9108 User_0Sending next Gridlet #84 to Res_0 at time 1908.9108
1948.9108 User_0: Receiving Gridlet #45from: Res_0 at time = 1948.9108
1948.9108 User_0Sending next Gridlet #85 to Res_0 at time 1948.9108
1988.9108 User_0: Receiving Gridlet #46from: Res_0 at time = 1988.9108
1988.9108 User_0Sending next Gridlet #86 to Res_0 at time 1988.9108
2028.9108 User_0: Receiving Gridlet #47from: Res_0 at time = 2028.9108
2028.9108 User_0Sending next Gridlet #87 to Res_0 at time 2028.9108
2068.9108000000006 User_0: Receiving Gridlet #48from: Res_0 at time = 2068.9108000000006
2068.9108000000006 User_0Sending next Gridlet #88 to Res_0 at time 2068.9108000000006
2108.9108000000006 User_0: Receiving Gridlet #49from: Res_0 at time = 2108.9108000000006
2108.9108000000006 User_0Sending next Gridlet #89 to Res_0 at time 2108.9108000000006
2148.910800000001 User_0: Receiving Gridlet #50from: Res_1 at time = 2148.910800000001
2148.910800000001 User_0Sending next Gridlet #90 to Res_1 at time 2148.910800000001
2188.910800000001 User_0: Receiving Gridlet #51from: Res_1 at time = 2188.910800000001
2188.910800000001 User_0Sending next Gridlet #91 to Res_1 at time 2188.910800000001
2228.910800000001 User_0: Receiving Gridlet #52from: Res_1 at time = 2228.910800000001
2228.910800000001 User_0Sending next Gridlet #92 to Res_1 at time 2228.910800000001
2268.910800000001 User_0: Receiving Gridlet #53from: Res_1 at time = 2268.910800000001
2268.910800000001 User_0Sending next Gridlet #93 to Res_1 at time 2268.910800000001
2308.910800000001 User_0: Receiving Gridlet #54from: Res_1 at time = 2308.910800000001
2308.910800000001 User_0Sending next Gridlet #94 to Res_1 at time 2308.910800000001
2348.910800000001 User_0: Receiving Gridlet #55from: Res_1 at time = 2348.910800000001
2348.910800000001 User_0Sending next Gridlet #95 to Res_1 at time 2348.910800000001
2388.910800000001 User_0: Receiving Gridlet #56from: Res_1 at time = 2388.910800000001
2388.910800000001 User_0Sending next Gridlet #96 to Res_1 at time 2388.910800000001
2428.910800000001 User_0: Receiving Gridlet #57from: Res_1 at time = 2428.910800000001
2428.910800000001 User_0Sending next Gridlet #97 to Res_1 at time 2428.910800000001
2468.910800000001 User_0: Receiving Gridlet #58from: Res_1 at time = 2468.910800000001
2468.910800000001 User_0Sending next Gridlet #98 to Res_1 at time 2468.910800000001
2508.910800000001 User_0: Receiving Gridlet #59from: Res_1 at time = 2508.910800000001
2508.910800000001 User_0Sending next Gridlet #99 to Res_1 at time 2508.910800000001
2508.910800000001 User_0 ALL GRIDLETS SUBMITTED
2548.910800000001 User_0: Receiving Gridlet #60from: Res_2 at time = 2548.910800000001
2588.910800000001 User_0: Receiving Gridlet #61from: Res_2 at time = 2588.910800000001
2628.910800000001 User_0: Receiving Gridlet #62from: Res_2 at time = 2628.910800000001
2668.910800000001 User_0: Receiving Gridlet #63from: Res_2 at time = 2668.910800000001
2708.910800000001 User_0: Receiving Gridlet #64from: Res_2 at time = 2708.910800000001
2748.910800000001 User_0: Receiving Gridlet #65from: Res_2 at time = 2748.910800000001
2788.910800000001 User_0: Receiving Gridlet #66from: Res_2 at time = 2788.910800000001
2828.910800000001 User_0: Receiving Gridlet #67from: Res_2 at time = 2828.910800000001
2868.910800000001 User_0: Receiving Gridlet #68from: Res_2 at time = 2868.910800000001
2908.910800000001 User_0: Receiving Gridlet #69from: Res_2 at time = 2908.910800000001
2948.910800000001 User_0: Receiving Gridlet #70from: Res_3 at time = 2948.910800000001
2988.910800000001 User_0: Receiving Gridlet #71from: Res_3 at time = 2988.910800000001
3028.910800000001 User_0: Receiving Gridlet #72from: Res_3 at time = 3028.910800000001
3068.910800000001 User_0: Receiving Gridlet #73from: Res_3 at time = 3068.910800000001
3108.910800000001 User_0: Receiving Gridlet #74from: Res_3 at time = 3108.910800000001
3148.910800000001 User_0: Receiving Gridlet #75from: Res_3 at time = 3148.910800000001
3188.910800000001 User_0: Receiving Gridlet #76from: Res_3 at time = 3188.910800000001
3228.910800000001 User_0: Receiving Gridlet #77from: Res_3 at time = 3228.910800000001
3268.910800000001 User_0: Receiving Gridlet #78from: Res_3 at time = 3268.910800000001
3308.910800000001 User_0: Receiving Gridlet #79from: Res_3 at time = 3308.910800000001
3348.910800000001 User_0: Receiving Gridlet #80from: Res_0 at time = 3348.910800000001
3388.910800000001 User_0: Receiving Gridlet #81from: Res_0 at time = 3388.910800000001
3428.910800000001 User_0: Receiving Gridlet #82from: Res_0 at time = 3428.910800000001
3468.910800000001 User_0: Receiving Gridlet #83from: Res_0 at time = 3468.910800000001
3508.910800000001 User_0: Receiving Gridlet #84from: Res_0 at time = 3508.910800000001
3548.910800000001 User_0: Receiving Gridlet #85from: Res_0 at time = 3548.910800000001
3588.910800000001 User_0: Receiving Gridlet #86from: Res_0 at time = 3588.910800000001
3628.910800000001 User_0: Receiving Gridlet #87from: Res_0 at time = 3628.910800000001
3668.910800000001 User_0: Receiving Gridlet #88from: Res_0 at time = 3668.910800000001
3708.910800000001 User_0: Receiving Gridlet #89from: Res_0 at time = 3708.910800000001
3748.910800000001 User_0: Receiving Gridlet #90from: Res_1 at time = 3748.910800000001
3788.910800000001 User_0: Receiving Gridlet #91from: Res_1 at time = 3788.910800000001
3828.910800000001 User_0: Receiving Gridlet #92from: Res_1 at time = 3828.910800000001
3868.910800000001 User_0: Receiving Gridlet #93from: Res_1 at time = 3868.910800000001
3908.910800000001 User_0: Receiving Gridlet #94from: Res_1 at time = 3908.910800000001
3948.910800000001 User_0: Receiving Gridlet #95from: Res_1 at time = 3948.910800000001
3988.910800000001 User_0: Receiving Gridlet #96from: Res_1 at time = 3988.910800000001
4028.910800000001 User_0: Receiving Gridlet #97from: Res_1 at time = 4028.910800000001
4068.910800000001 User_0: Receiving Gridlet #98from: Res_1 at time = 4068.910800000001
4108.9108000000015 User_0: Receiving Gridlet #99from: Res_1 at time = 4108.9108000000015
4125.770800000002 
-------- User_0 ----------------
4125.770800000002 Ping information for User_0
Entity Name	Entry Time	Exit Time	 Bandwidth
----------------------------------------------------------
User_0		4108.9108        4112.9108        1000.000
router1		4112.9208        4113.3208        10000.000
router2		4113.3308        4117.3308        1000.000
Res_0		4117.3408        4121.3408        1000.000
router2		4121.3508        4121.7508        10000.000
router1		4121.7608        4125.7608        1000.000
User_0		4125.7708            N/A            N/A

Round Trip Time : 12.860 seconds
Number of Hops  : 3
Bottleneck Bandwidth : 1000.0 bits/s
4125.770800000002 -------- User_0 ----------------

